id,id_vk,bdate,bmonth,byear
625,1202412,22,1
626,1206275,7,6
627,1208000,13,11
628,1215290,1,9,1986
629,1215600,2,1,1995
630,1216759,8,4,1989
631,1217878,14,7
632,1217999,15,7,1983
633,1219002,10,4,1986
634,1219251,4,7,1984
635,1225015,28,7,1987
636,1225288,4,4,1992
637,1226969,16,6,1987
638,1227799,27,2
639,1232206,22,2
640,1234636,18,8,1985
641,1234715,12,7,1989
642,1242039,20,6,1986
643,1242709,26,6,1989
644,1246910,16,2,1986
645,1249112,27,6
646,1251338,26,4,1989
647,1256177,11,2
648,1257468,22,6
649,1262155,1,6
650,1269786,5,6
651,1271407,8,3,1984
652,1274725,29,11,1989
653,1281165,25,11
654,1287274,5,1
655,1288051,3,3
656,1290468,25,1,1981
657,1291279,22,8
658,1296997,9,12
659,1297792,4,4
660,1299740,20,6,1987
661,1300070,1,12,1985
662,1300596,8,11
663,1301372,14,12,1984
664,1301526,24,2,1987
665,1304919,9,8
666,1306625,8,1,1984
667,1308643,20,6,1991
668,1310071,13,11,1970
669,1310195,24,9,1986
670,1311266,2,12
671,1313395,14,6,1990
672,1317819,20,4,1979
673,1318504,20,12,1990
674,1322670,30,4,1991
675,1324080,9,10
676,1324465,20,7,1989
677,1327227,5,11,1986
678,1332702,8,11,1988
679,1334527,5,11,1987
680,1337582,10,5
681,1340895,12,12,1985
682,1344091,22,7
683,1345135,1,3,1970
684,1345382,16,3
685,1349405,11,9
686,1349439,3,9,1988
687,1350686,30,1
688,1359004,30,9
689,1359032,8,3
690,1360285,28,2,1990
691,1361712,28,12,1989
692,1361882,13,6
693,1362293,16,5
694,1363954,22,9,1988
695,1365549,10,7,1975
696,1366989,12,10,1980
697,1372832,11,2,1984
698,1373916,27,9
699,1374374,28,9
700,1380385,14,12,1990
701,1383842,18,5
702,1386600,13,12,1993
703,1388649,5,6,1975
704,1392176,14,7,1991
705,1396561,31,3,1982
706,1396890,27,2,1990
707,1397441,9,10,1968
708,1398309,16,3
709,1401932,19,2
710,1402138,10,2
711,1402514,15,12
712,1404019,21,10
713,1408016,21,3,1989
714,1409472,18,9,1983
715,1409670,28,7,1989
716,1409755,22,9,1989
717,1412012,29,4
718,1412712,18,11,1990
719,1413553,22,7,1989
720,1417687,15,3,1989
721,1419598,13,1,1989
722,1419627,17,12
723,1420316,16,5
724,1420970,13,6,1982
725,1421543,12,5,1990
726,1421601,2,6
727,1422609,24,4,1983
728,1428931,13,4,1990
729,1428964,5,2,1990
730,1429755,14,12,1986
731,1430712,11,2
732,1432823,16,10
733,1434455,7,10,1990
734,1434541,10,4
735,1436122,19,9,1988
736,1436156,10,7
737,1436940,11,6,1989
738,1437547,11,6,1985
739,1443918,22,9
740,1446518,2,10
741,1447482,8,7,1989
742,1447697,2,2
743,1448185,25,2,1985
744,1450101,5,4,1993
745,1453062,1,1,1950
746,1453389,22,5
747,1454223,12,2,1990
748,1454356,29,10
749,1454867,3,3
750,1455950,8,6,1990
751,1456527,6,1,1992
752,1459022,27,9
753,1462750,6,8
754,1463364,12,5
755,1465865,2,2
756,1467245,4,10,1989
757,1467415,21,2,1989
758,1467455,5,11,1987
759,1467895,1,9,1994
760,1471590,6,5
761,1483804,17,10,1993
762,1483994,17,8,1987
763,1484485,14,9,1984
764,1486331,26,6
765,1489360,30,12,1975
766,1493859,29,1
767,1496771,14,3,1989
768,1497717,19,1
769,1499818,25,8
770,1500273,12,9,1989
771,1501714,24,2
772,1502647,10,5,1994
773,1502799,9,10,1988
774,1503014,27,9,1988
775,1504020,6,12,1991
776,1505679,17,1,1992
777,1511262,8,9
778,1515063,14,7,1986
779,1515980,30,1,1989
780,1519553,10,10,1988
781,1520872,29,9,1988
782,1522788,19,8,1992
783,1524150,15,11,1990
784,1527359,9,10,1985
785,1527941,26,11,1982
786,1529790,14,12,1991
787,1530241,16,5
788,1532352,21,12,1991
789,1533056,16,4,1987
790,1536397,19,7,1988
791,1542775,30,6,1988
792,1546774,7,8
793,1556928,10,10,1990
794,1561793,3,8,1990
795,1562093,5,3
796,1565499,20,2,1990
797,1568312,4,2,1992
798,1569430,27,8
799,1572152,26,2,1991
800,1574477,5,6,1992
801,1579237,29,10,1985
802,1579282,21,3,1986
803,1580755,6,7
804,1581789,1,4,1987
805,1585153,28,10,1982
806,1586619,19,2
807,1586774,2,12
808,1590045,8,3,1979
809,1590142,4,11
810,1591548,21,3,1990
811,1591737,30,7
812,1592556,6,11
813,1594722,27,6,1991
814,1595431,14,11,1987
815,1600526,7,11,1983
816,1617297,29,8,1985
817,1617571,6,7,1987
818,1620334,14,9
819,1620639,22,12,1989
820,1622073,22,7,1990
821,1622233,21,6
822,1626746,2,6,1986
823,1627346,14,3,1983
824,1630327,4,10,1991
825,1631691,12,3,1991
826,1632806,18,1,1986
827,1633923,22,1,1989
828,1634318,25,9,1971
829,1637423,29,3
830,1641591,27,5,1990
831,1642450,7,5,1990
832,1645289,25,1,1995
833,1648724,8,12
834,1649262,18,7,1988
835,1652900,3,1,1989
836,1653298,13,11
837,1654592,14,1
838,1664352,16,10,1987
839,1669126,26,2,1987
840,1670029,15,2
841,1671923,10,12
842,1673774,1,1
843,1673916,14,6,1986
844,1674508,28,7,1974
845,1675754,26,11
846,1676548,9,3,1988
847,1678843,18,6
848,1679732,22,3
849,1680200,23,12
850,1680779,21,9,1982
851,1681565,20,3,1988
852,1683803,29,4
853,1685119,2,8,1988
854,1687521,15,10
855,1690250,18,11
856,1698496,15,8
857,1698888,17,12
858,1698947,16,6
859,1699957,4,12
860,1702731,2,10,1982
861,1705082,30,7,1986
862,1705492,7,4
863,1710076,2,1
864,1710659,11,6
865,1712583,19,7,1983
866,1713349,14,12,1985
867,1716535,18,1
868,1718950,7,9,1986
869,1719293,26,1,1987
870,1722723,12,10
871,1724401,30,7,1989
872,1725875,30,5,1989
873,1726927,3,7
874,1727467,18,4,1991
875,1730655,12,12,1987
876,1732022,22,2
877,1735030,28,2,1988
878,1735078,21,7
879,1735983,30,1
880,1737141,10,2,1986
881,1738677,30,4,1995
882,1743183,24,11
883,1745698,10,12,1979
884,1745926,10,1,2001
885,1746865,27,10,1989
886,1747006,22,6,1983
887,1747051,4,6
888,1748446,19,12
889,1748527,8,2,1985
890,1748930,21,8,1991
891,1749959,13,4
892,1758593,3,7,1998
893,1761777,12,10,1981
894,1763018,13,8,1981
895,1763239,17,4,1983
896,1765614,7,10
897,1770035,31,7,1987
898,1770191,17,6,1983
899,1770864,17,1,1985
900,1773149,28,6,1985
901,1774470,20,9
902,1776826,13,8
903,1778408,18,10,1991
904,1778853,13,3,1990
905,1779315,23,5,1986
906,1780971,19,12
907,1781876,15,11
908,1782836,16,5,1981
909,1783092,3,3
910,1783444,25,4,1987
911,1783740,18,1
912,1785652,22,12,1983
913,1790084,20,10,1991
914,1791327,17,3,1981
915,1793255,25,11,1988
916,1795520,11,8
917,1801212,28,5
918,1804206,13,6,1920
919,1804584,24,7,1986
920,1807086,13,4,1989
921,1810455,4,1,1988
922,1811846,13,8
923,1813272,22,3,1990
924,1815484,29,12
925,1815736,18,12
926,1818563,16,10
927,1818934,4,3,1988
928,1820235,30,6,1990
929,1821943,11,5,1988
930,1822179,28,9
931,1822552,24,5,1991
932,1823828,18,10,1989
933,1824804,9,2,1986
934,1826598,29,9,1988
935,1837464,4,7
936,1837764,23,9,1979
937,1838280,27,3
938,1838667,7,7
939,1838814,22,3,1992
940,1841849,18,1,1983
941,1842426,1,5,1993
942,1846914,1,4
943,1847148,1,10
944,1847610,13,1,1986
945,1849576,21,11
946,1852290,23,2,1986
947,1853539,20,1,1985
948,1854857,25,12,1990
949,1856285,26,1
950,1861546,25,3,1988
951,1862748,18,10,1991
952,1864386,26,8
953,1864679,25,12
954,1865791,1,7,1982
955,1870102,31,3,1985
956,1870337,27,11,1989
957,1873450,1,7
958,1881063,1,2
959,1884144,2,10
960,1884695,22,1,1977
961,1884760,4,9
962,1891972,22,1
963,1894135,2,1,1991
964,1894606,20,7
965,1894652,24,10,1990
966,1896760,16,6
967,1898244,1,10
968,1899299,6,3,1986
969,1899425,18,4,1983
970,1900297,25,9
971,1900439,3,6
972,1902867,10,7,1989
973,1909780,7,11,1982
974,1911585,27,9,1991
975,1913851,28,6
976,1914042,10,6,1991
977,1914725,9,5
978,1919122,19,11,1991
979,1919260,28,7,1988
980,1919693,31,3
981,1921146,19,11,1986
982,1923353,17,9,1990
983,1925486,25,12
984,1927785,28,10,1988
985,1929128,15,8,1988
986,1929569,22,10,1987
987,1930185,27,6,1984
988,1930652,16,3
989,1931540,16,8
990,1935183,29,8,1990
991,1936877,18,1,1994
992,1937448,11,3,1984
993,1941995,5,9,1992
994,1945506,26,1,1983
995,1947439,17,10,1990
996,1949345,9,10
997,1949607,15,5,1987
998,1950612,26,2,1985
999,1950819,15,11,1992
1000,1951608,7,5,1991
1001,1952837,24,8,1985
1002,1953013,18,1
1003,1956472,12,3,1996
1004,1958193,26,10,1987
1005,1958439,25,5,1988
1006,1963655,9,7
1007,1964662,9,9,1975
1008,1965141,18,6,1988
1009,1967761,2,7,1984
1010,1971138,29,3,1985
1011,1972646,2,7
1012,1975248,31,3,1990
1013,1975933,19,2,1986
1014,1977336,4,4,1988
1015,1977469,6,11
1016,1977717,26,6
1017,1978422,4,1,1989
1018,1980687,24,5,1989
1019,1981528,5,1,1988
1020,1982143,29,8,1989
1021,1986903,17,3
1022,1988687,19,3,1979
1023,1992818,4,1,1990
1024,1995009,28,6
1025,1995345,25,7,1989
1026,1995478,24,5,1978
1027,1996405,29,5,1990
1028,1997448,7,4
1029,1998699,3,4,1985
1030,2000494,9,4,1989
1031,2006224,9,12,1997
1032,2006528,9,5,1991
1033,2008097,17,6,1988
1034,2011209,25,11
1035,2011546,28,1
1036,2012062,4,5
1037,2015504,14,7,1988
1038,2016569,11,2,1994
1039,2017417,31,8,1988
1040,2017451,14,1
1041,2018250,9,11
1042,2019764,20,6,1990
1043,2020549,30,4,1980
1044,2022982,28,6,1990
1045,2024070,18,1
1046,2024892,25,2,1990
1047,2030523,8,5,1990
1048,2033531,8,1,1987
1049,2036652,5,4,1986
1050,2041055,4,5
1051,2042416,12,9,1979
1052,2042622,5,12
1053,2044867,13,3,1992
1054,2045086,14,8,1989
1055,2047753,28,12
1056,2055982,7,4,1989
1057,2058057,28,3
1058,2059712,21,1,1987
1059,2061404,7,11,1987
1060,2062359,23,8
1061,2062603,28,4
1062,2065136,26,10
1063,2065340,19,10,1989
1064,2066710,20,11
1065,2067830,12,9,1984
1066,2073749,10,6,1991
1067,2074886,26,8,1986
1068,2075546,14,2,1991
1069,2079294,10,10
1070,2082176,7,10
1071,2082210,17,8
1072,2087521,26,1
1073,2090382,16,5,1994
1074,2093347,7,7,1992
1075,2094530,16,11
1076,2096891,1,1
1077,2096989,10,12,1986
1078,2099083,4,1
1079,2100970,6,6
1080,2102529,3,1
1081,2103181,3,9
1082,2105331,14,11,1985
1083,2111880,16,7,1991
1084,2117655,18,5,1987
1085,2118932,12,11,1988
1086,2121608,13,1
1087,2124025,29,6
1088,2130001,16,10,1987
1089,2133386,23,7,1988
1090,2135382,13,5,1961
1091,2137129,14,10,1988
1092,2137977,29,1,1986
1093,2138888,13,2,1988
1094,2139051,22,4,1984
1095,2143514,26,7,1992
1096,2162768,15,12,1989
1097,2163908,7,5
1098,2171066,3,6
1099,2173707,17,11,1983
1100,2175509,11,6
1101,2176881,31,1,1990
1102,2182688,28,9,1991
1103,2182787,1,1
1104,2188064,25,6,1967
1105,2188479,3,5,1989
1106,2194339,8,3,1994
1107,2197060,6,12
1108,2198180,26,2,1984
1109,2198293,4,8
1110,2199097,19,11,1988
1111,2202720,16,1,1986
1112,2214466,17,3
1113,2217886,24,9
1114,2220061,29,11
1115,2221458,10,12
1116,2224404,1,10
1117,2227305,15,1,1991
1118,2231708,15,1
1119,2234674,6,12,1989
1120,2235723,8,5
1121,2235760,28,1
1122,2238896,17,12,1987
1123,2238951,9,10,1987
1124,2239521,27,6,1990
1125,2240742,25,7
1126,2242752,1,1,1989
1127,2249384,6,12,1985
1128,2250104,26,2,1989
1129,2250598,18,5,1986
1130,2253908,18,7
1131,2255789,12,1,1988
1132,2257267,6,11
1133,2260361,9,4,1983
1134,2260698,8,4,1990
1135,2263354,6,8,1991
1136,2264069,4,1
1137,2265947,21,12,1994
1138,2269827,6,12
1139,2270787,17,6
1140,2277661,28,4,1998
1141,2278272,24,5
1142,2278466,28,5,1990
1143,2281444,31,12,1991
1144,2281894,16,8
1145,2282194,28,6
1146,2283287,31,1,1990
1147,2286662,8,2,1969
1148,2287032,28,5
1149,2287345,21,6
1150,2288838,20,7
1151,2288943,4,3
1152,2289414,19,12,1990
1153,2290100,24,2
1154,2291842,24,3,1988
1155,2293539,8,8
1156,2297575,30,8,1991
1157,2298094,14,3
1158,2300347,13,1,1989
1159,2311201,10,1,1985
1160,2311270,22,1,1987
1161,2312085,17,12,1991
1162,2312351,1,6,1990
1163,2317247,15,8,1990
1164,2328804,17,9,1989
1165,2332643,1,1,1986
1166,2335330,12,4,1983
1167,2336218,31,5,1988
1168,2336444,28,12,1988
1169,2336702,3,2,1995
1170,2337504,27,2,1986
1171,2337896,25,3,1989
1172,2338332,22,5
1173,2338458,25,11,1986
1174,2339777,2,12,1989
1175,2340820,10,10,1985
1176,2341889,6,1,1986
1177,2344124,14,1,1991
1178,2346984,6,5,1983
1179,2347963,2,12
1180,2349122,25,2
1181,2350339,13,8,1988
1182,2352273,6,11,1983
1183,2355993,22,10,1984
1184,2356430,18,4
1185,2356759,26,8,1988
1186,2356883,19,10,1988
1187,2367388,14,3,1986
1188,2370263,6,11,1987
1189,2370860,15,7,1984
1190,2371751,28,7
1191,2371991,4,3
1192,2372031,3,2,1983
1193,2376925,27,10,1993
1194,2382611,3,12
1195,2382730,12,9
1196,2384139,29,4
1197,2389752,23,2,1990
1198,2390931,13,4
1199,2391080,28,2,1992
1200,2393241,25,11,1991
1201,2393298,19,3
1202,2394064,12,7,1983
1203,2395522,27,8
1204,2398614,27,11
1205,2403632,9,6
1206,2404636,6,8
