id,id_vk,bdate,bmonth,byear
1,1518,26,2,1984
2,1599,8,2,1984
3,2028,8,8,1988
4,3450,11,12
5,5253,15,9,1988
6,8612,1,4,1996
7,11160,18,11
8,13536,27,2,1985
9,15317,23,8,1989
10,17680,28,6
11,20752,1,2
12,23724,22,2,1988
13,24277,9,12
14,25957,28,5,1987
15,27396,16,1,1980
16,27517,21,6,1988
17,28978,2,9,1987
18,31688,29,2,1988
19,33394,11,5
20,34087,3,3,1987
21,37318,26,2
22,37979,24,9
23,39369,6,3,1985
24,44892,30,3,1989
25,46270,18,8,1988
26,46801,15,10,1987
27,47411,22,12
28,48739,16,8,1986
29,49583,6,12,1982
30,49590,27,4
31,50766,29,5
32,50769,11,2,1988
33,50925,10,10,1986
34,53065,15,6
35,53550,29,1
36,56509,26,2,1985
37,58180,30,3,1987
38,58273,30,5,1987
39,60359,23,2
40,60590,25,7
41,60839,24,5,1983
42,64228,24,10
43,66241,14,9
44,66682,22,5
45,68898,22,2,1988
46,69816,25,2
47,69890,25,1
48,70828,31,12,1988
49,71395,31,7,1987
50,74511,11,8,1988
51,74755,13,2,1989
52,75016,12,2,1982
53,76367,20,11
54,76529,16,7
55,78434,24,11
56,79021,13,6,1979
57,79030,26,10,1984
58,82792,14,12,1988
59,83714,29,8,1980
60,84511,20,2
61,85072,29,3,1989
62,85235,11,8,1988
63,86369,8,6,1988
64,89465,10,4
65,89855,30,1,1989
66,92308,18,6
67,92551,16,3
68,95400,12,5,1988
69,95621,24,12,1989
70,96148,14,2,1987
71,96288,9,6,1986
72,99685,7,9,1989
73,101412,25,8
74,101639,17,4,1989
75,103150,25,3,1987
76,107316,3,8,1990
77,111191,3,5
78,112215,9,1
79,112369,11,7
80,112717,26,4
81,113349,6,10
82,113857,4,4,1987
83,118324,7,6,1989
84,119504,11,11,1989
85,124496,7,9
86,124988,1,4
87,125478,19,4
88,126413,27,12,1990
89,126568,19,1,1989
90,126710,14,11
91,126891,31,10,1988
92,128488,10,5
93,128776,25,5,1989
94,131247,25,8
95,131803,1,1,1942
96,133461,30,4,1988
97,135532,28,4
98,136189,7,5
99,138288,1,4
100,138440,10,7
101,142990,5,8
102,143634,17,6,1988
103,146413,16,8,1987
104,146955,12,12
105,146968,20,7,1988
106,147692,17,8,1989
107,149457,1,1,1988
108,153540,20,5,1988
109,155311,5,5,1980
110,155552,7,5
111,155653,20,6
112,156129,31,5,1983
113,158658,10,11
114,159670,6,2,1988
115,163290,17,2
116,164423,12,11,1986
117,164722,21,1,1990
118,165718,30,9
119,166343,20,2
120,166834,17,2,1985
121,170420,1,1,1989
122,170652,29,6,1989
123,173411,8,2
124,175941,30,9,1989
125,178735,23,5
126,179809,20,6,1972
127,180581,1,1,1986
128,180626,21,2,1988
129,181054,13,4,1987
130,184927,18,4
131,186282,21,4,1984
132,186791,7,12,1989
133,187652,16,8
134,188716,10,2,1981
135,191288,17,3,1989
136,192212,26,3,1989
137,194867,3,3,1989
138,195521,10,12
139,195525,23,3
140,198004,17,12,1988
141,199039,23,9,1989
142,200789,29,10,1987
143,201204,6,1
144,202667,18,6
145,203209,27,7
146,204738,25,8,1989
147,206019,28,6,1991
148,206363,12,3,1980
149,206728,17,6
150,211624,20,12,1987
151,212157,6,10,1988
152,214501,21,11
153,218948,10,12,1985
154,220807,29,5,1986
155,221439,12,8
156,222031,16,12,1989
157,224331,1,10
158,226347,7,7
159,227040,11,8,1987
160,227448,21,12
161,228091,14,5
162,228277,17,5
163,233292,11,1
164,235983,5,9
165,236850,11,2,1987
166,236896,8,4,1984
167,238496,30,10,1984
168,241306,8,2
169,241829,26,9
170,242471,10,5,1989
171,243899,14,3,1988
172,245309,25,5,1988
173,247023,3,4
174,250698,17,2,1990
175,250974,28,6,1989
176,252560,7,10,1988
177,254173,24,8
178,258223,9,12,1986
179,261272,18,9,1983
180,268175,1,4,1985
181,268643,15,2
182,270981,7,3,1993
183,275372,1,12
184,277122,5,10,1988
185,278785,13,2,1988
186,279110,20,11,1990
187,279168,8,5
188,280687,25,11,1986
189,283323,12,1
190,287652,7,10,1984
191,288549,17,5
192,290555,20,11
193,291022,7,10
194,291547,17,6,1983
195,292376,27,1,1981
196,293071,30,8,1986
197,296949,16,10,1984
198,298147,30,5
199,301740,25,5,1988
200,302054,29,7,1987
201,304210,3,6
202,310751,14,4,1984
203,311990,27,1
204,312047,3,2
205,313111,3,8
206,314730,19,5
207,316784,5,1,1984
208,317972,27,12
209,319059,29,4
210,319110,28,8
211,321400,18,8
212,321477,7,7
213,321784,9,7
214,322587,22,12,1988
215,323358,18,6,1991
216,324122,27,7,1989
217,325514,2,6,1987
218,325590,19,4,1986
219,327541,17,4
220,327656,8,4,1987
221,331700,16,6,1988
222,337783,4,9,1986
223,340148,12,4
224,340194,25,3,1987
225,343621,26,1,1978
226,345836,19,2,1989
227,347339,29,7
228,347853,8,9,1988
229,352309,13,7
230,353045,6,8
231,353554,3,9
232,354304,22,10,1988
233,355970,25,4
234,356339,21,3,1988
235,358639,2,1
236,361188,22,9,1989
237,362960,7,5,1986
238,368415,4,2
239,369421,25,9,1985
240,370574,8,2,1987
241,373170,22,11,2000
242,374195,29,8,1988
243,375608,8,12,1989
244,376021,24,7
245,377730,12,3
246,378026,3,11,1988
247,378302,2,4,1986
248,379945,27,9
249,380649,7,2,1985
250,382001,6,9
251,386304,6,12,1984
252,386879,29,5,1990
253,387244,28,3,1983
254,391404,4,1,1988
255,394631,26,2
256,395124,1,6
257,395240,8,11,1985
258,396642,1,6,1986
259,397967,1,6,1988
260,398028,20,1
261,398680,20,1,1994
262,399921,9,9,1983
263,400106,3,11,1970
264,401763,13,5,1988
265,404641,27,10,1989
266,404902,12,5,1986
267,409138,25,8
268,411180,28,2,1988
269,412379,27,8,1988
270,412994,1,3,1981
271,413598,9,3,1987
272,413959,23,8,1986
273,415421,28,8,1989
274,415851,23,11,1987
275,416522,3,6,1990
276,419377,7,7
277,419460,22,5,1990
278,421838,16,4,1988
279,424319,18,7,1989
280,424926,28,10
281,425190,4,9
282,427971,16,9
283,432433,19,9
284,432991,15,8,1992
285,434826,19,4,1989
286,435128,5,12,1993
287,436038,7,5,1984
288,436490,8,11,1989
289,439160,10,9
290,439742,18,9,1989
291,440477,21,11
292,440616,18,3,1989
293,440631,2,7,1987
294,441320,26,1
295,441827,19,2
296,441940,25,9,1989
297,442783,10,5,1990
298,445083,2,10
299,448741,3,12,1976
300,450296,20,6,1991
301,450615,16,4
302,455826,14,8
303,456180,28,11,1987
304,457532,14,12,1988
305,459952,21,3,1978
306,463611,8,10,1987
307,464790,5,2,1987
308,466570,22,8,1988
309,468413,9,8,1987
310,469002,9,8,1990
311,469077,15,4,1991
312,474557,14,2
313,478273,22,6,1988
314,478613,14,8,1989
315,479787,7,11,1987
316,485618,4,9,1987
317,486974,17,4
318,487104,11,4,1989
319,487706,2,11
320,491743,13,1
321,493688,2,5,1989
322,494658,20,11,1990
323,495619,11,3,1986
324,496355,12,10,1991
325,497131,7,6,1987
326,498154,3,7,1987
327,499659,26,7,1990
328,500031,18,5,1990
329,500770,9,1
330,501190,19,4
331,501278,25,1,1990
332,502585,1,3
333,503077,26,10,1981
334,503752,13,5,1965
335,505021,15,1,1990
336,511907,6,7,1989
337,514054,16,4,1991
338,521540,11,10,1989
339,521631,25,8,1987
340,522703,13,1
341,523535,15,8
342,524345,18,11,1985
343,525439,12,12,1988
344,530307,17,12
345,531211,5,2
346,534490,21,9,1921
347,535642,24,1
348,536294,17,7,1991
349,537384,19,10
350,537549,11,3
351,538146,16,2,1981
352,542470,21,1,1991
353,544292,2,10
354,546781,22,4
355,547485,25,9
356,548558,19,2,1991
357,550073,6,4,1990
358,552230,22,12,1988
359,552989,22,4
360,554719,31,7,1987
361,555896,3,3,1988
362,557142,10,3,1985
363,560029,21,7
364,564407,8,2
365,564558,18,3,1979
366,570018,21,9,1988
367,570565,27,9,1986
368,571272,30,9
369,571408,6,10,1986
370,579177,5,1,1978
371,580333,31,7,1989
372,583028,13,9,1989
373,584299,21,3,1987
374,588744,9,5,1993
375,593608,31,8,1988
376,597259,7,8
377,599523,7,5,1989
378,602159,25,9,1987
379,603580,4,1
380,603693,21,9
381,604108,30,5,1994
382,605291,20,11
383,605512,30,1,1989
384,613377,9,11
385,616457,21,12,1986
386,617716,12,3
387,622175,16,10,1989
388,623268,6,9,1989
389,625654,13,4
390,631332,3,1,1979
391,632245,27,8,1988
392,636046,14,2,1984
393,638427,19,10,1984
394,641007,1,6
395,647466,11,9
396,650154,24,12,1985
397,652801,31,7
398,655016,17,10,1984
399,656856,3,3,1987
400,660427,7,5
401,660734,23,9,1984
402,660831,25,8,1985
403,663547,13,7
404,664728,24,1,1990
405,665635,11,6,1985
406,666633,31,12,1989
407,668501,31,8
408,669521,13,2
409,671263,31,5,1984
410,674134,19,8,1986
411,674265,18,1
412,677126,3,8
413,681104,31,3
414,681750,9,6,1979
415,682686,28,10,1989
416,691720,15,3,1992
417,694213,14,1
418,695562,7,3,1984
419,696655,29,10,1984
420,698062,10,12,1991
421,699718,26,11
422,705127,19,12,1982
423,705497,14,2,1990
424,707924,2,8,1985
425,711690,18,4,1975
426,712533,18,8,1980
427,713524,16,2
428,715401,17,11
429,716207,12,2,1985
430,716674,6,2,1986
431,716689,29,11,1984
432,718049,21,2
433,718330,20,9
434,721118,23,8,1989
435,721958,29,3
436,722109,11,1,1991
437,729634,10,10
438,732239,17,7
439,735360,22,9,1978
440,735754,12,3
441,741581,28,7,1989
442,742025,18,4,1987
443,742531,16,8,1990
444,750405,19,12
445,752782,1,12,1987
446,753466,11,6
447,754483,26,11,1982
448,760186,15,9
449,760702,29,12
450,761675,30,9,1977
451,762363,6,4,1990
452,766394,17,10,1987
453,769921,28,9,1990
454,776588,29,11,1988
455,776853,21,3,1990
456,778963,6,2,1987
457,785551,11,5
458,788452,30,9
459,790378,17,11
460,790662,20,3,1991
461,791303,21,12,1988
462,796376,21,5,1984
463,796564,12,8,1987
464,797053,29,8,1989
465,798793,14,4,1987
466,804777,13,8
467,805430,20,7,1989
468,805636,10,8,1988
469,805784,24,3
470,806566,30,6
471,807901,14,9
472,809019,16,7,1989
473,810278,5,1
474,810924,26,4,1982
475,816784,9,2
476,819624,14,3,1989
477,828516,18,4
478,829213,19,8
479,832776,16,8,1990
480,836212,4,7
481,837211,26,8
482,840299,9,5,1986
483,844302,9,12
484,845258,21,5
485,847856,20,2,1991
486,848080,16,11
487,852104,2,5,1981
488,853150,11,6
489,856859,24,5,1988
490,857919,8,6,1980
491,865246,1,4
492,868841,1,2,1988
493,868884,18,1,1989
494,877026,5,3,1989
495,879275,4,9,1988
496,879585,5,3,1979
497,881247,9,4,1991
498,882126,1,6,1985
499,885302,18,2,1985
500,886017,21,4
501,886470,18,2
502,892337,28,12,1979
503,892511,25,11,1989
504,897496,28,1
505,900517,9,1,1986
506,901391,3,2
507,904896,27,9,1988
508,905202,27,8
509,908915,6,7,1992
510,909366,7,12
511,910680,5,12
512,915085,1,2,1990
513,915919,1,4
514,916615,28,2
515,916660,15,8,1983
516,918955,11,12,1989
517,919238,3,3,1988
518,919681,14,5
519,921917,13,7
520,923687,3,10,1989
521,931102,11,3
522,932209,26,4,1990
523,939180,16,4
524,946685,29,6
525,947254,17,4,1988
526,951602,29,8
527,955970,1,7
528,956247,17,12,1987
529,956813,22,8,1979
530,958494,2,1,1986
531,958804,21,12,1984
532,960460,27,9
533,961228,23,2,1985
534,963199,9,8
535,964926,10,5
536,965089,22,2,1987
537,965433,30,9,1988
538,969030,15,3,1986
539,970047,6,11,1982
540,971453,3,9,1989
541,973857,29,6,1979
542,976624,20,6,1989
543,979747,27,2
544,984974,28,6,1979
545,992877,26,8
546,993701,7,6,1990
547,997959,4,5,1990
548,1001930,24,9,1986
549,1005174,10,6,1981
550,1011704,23,3,1904
551,1011808,28,12
552,1012935,5,4,1990
553,1014073,12,12,1989
554,1014462,23,8,1977
555,1016923,30,10,1990
556,1017032,22,3,1987
557,1017620,18,11,1991
558,1024712,7,4,1991
559,1029174,22,12,1993
560,1038431,1,9,1989
561,1039426,14,11
562,1039858,21,9,1989
563,1041085,9,9
564,1041635,28,2
565,1042403,24,11,1988
566,1044975,2,10,1990
567,1048826,7,2,1987
568,1048861,15,6
569,1051582,27,6,1989
570,1052474,9,8
571,1053463,17,6,1981
572,1057210,14,4
573,1067149,15,3,1973
574,1076584,20,12
575,1078160,11,6,1990
576,1079648,10,1,1988
577,1081504,5,7,1983
578,1082694,24,1,1985
579,1084047,17,4,1989
580,1092307,4,10,1989
581,1092774,12,9,1990
582,1102740,3,11,1990
583,1104574,25,8,1991
584,1106469,3,1
585,1110109,6,5,1986
586,1116348,3,8,1980
587,1119087,26,6
588,1119980,4,1,1988
589,1123745,27,2,1992
590,1126592,3,9
591,1127253,19,1,1986
592,1127295,2,7,1989
593,1130114,5,8
594,1131088,18,7,1982
595,1132010,6,11,1990
596,1134198,4,7
597,1135790,6,8,1989
598,1140844,20,5
599,1141393,16,12,1982
600,1144318,23,2,1987
601,1145165,5,10,1982
602,1146577,5,11
603,1150904,13,12,1989
604,1151226,30,6
605,1153850,29,10,1985
606,1155707,26,11
607,1163461,22,8
608,1165839,26,8,1989
609,1166441,17,7,1985
610,1166705,1,12
611,1167116,26,9,1987
612,1175984,2,11,1984
613,1180700,24,9
614,1186028,1,5,1984
615,1187127,8,11,1986
616,1189331,2,1,1920
617,1190108,7,4
618,1190173,30,11,1988
619,1192163,13,8
620,1192687,14,1,1990
621,1193771,7,9
622,1198725,17,2,1984
623,1199185,13,11,1985
624,1199953,9,9,1985
